Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,true,false,true,1
3,true,true,false,false,4
4,false,true,true,true,4
5,false,true,false,false,4
6,false,true,false,true,4
7,false,false,false,false,3
8,true,false,true,false,0
9,false,true,true,true,0
10,true,true,true,false,4
11,true,true,false,true,4
12,false,true,false,false,4
13,false,true,true,true,4
14,true,false,false,false,2
15,true,false,true,true,5
16,true,false,false,false,2
17,true,true,false,false,4
18,true,true,false,true,4
19,true,false,false,true,5
20,true,true,true,true,5
21,true,false,true,false,0
22,false,false,true,false,1
23,true,false,false,false,2
24,true,false,true,true,5
25,true,false,false,false,2
26,false,true,false,false,4
27,false,true,true,true,4
28,true,true,true,false,4
29,false,true,false,false,4
30,true,false,false,true,5
31,false,false,false,false,3
32,true,true,false,false,4
33,true,true,true,false,4
34,false,false,false,false,3
35,false,false,false,true,5
36,true,true,false,false,4
37,true,false,true,false,0
38,true,true,false,false,4
39,false,true,true,true,4
40,true,false,true,false,0
41,true,true,false,true,0
42,true,true,true,false,4
43,true,false,true,true,5
