Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,true,true,true,false,4
3,true,true,false,true,4
4,false,false,false,true,5
5,false,true,false,true,5
6,true,true,true,true,5
7,false,true,true,false,4
8,true,false,false,true,5
9,true,true,true,true,5
10,true,true,true,true,5
11,true,false,true,true,5
12,true,true,false,false,4
13,true,true,false,false,4
14,true,false,true,true,5
15,false,false,true,false,1
16,false,false,false,true,5
17,false,false,true,false,1
18,false,true,false,true,1
19,true,false,true,true,5
20,true,false,false,true,5
21,true,false,false,false,2
22,true,false,false,true,5
23,false,false,false,false,3
24,false,true,true,false,4
25,true,true,true,true,4
26,true,true,true,false,4
27,false,true,true,true,4
28,false,false,true,false,1
29,false,true,false,false,4
30,false,true,false,true,4
31,false,true,true,true,4
32,true,false,false,true,5
33,false,false,true,false,1
34,false,true,false,false,4
35,true,true,false,true,4
36,true,true,true,false,4
37,false,true,true,true,4
38,false,true,true,true,4
39,false,true,true,true,4
40,false,false,true,false,1
41,false,true,true,true,1
42,false,true,false,false,4
43,true,true,true,false,4
44,true,true,true,false,4
