Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,true,true,5
3,false,false,true,true,5
4,false,true,true,true,5
5,false,false,true,true,5
6,true,false,false,true,5
7,true,true,false,false,4
8,false,false,true,true,5
9,false,true,false,true,5
10,false,true,true,false,4
11,true,false,true,false,0
12,true,true,false,true,0
13,false,true,false,true,0
14,false,false,true,true,5
15,false,false,false,false,3
16,false,false,true,true,5
17,true,true,false,true,5
18,true,true,true,false,4
19,false,true,false,true,4
20,true,true,false,true,4
21,false,false,true,false,1
22,true,true,false,true,1
23,true,true,true,false,4
24,false,true,true,true,4
25,false,true,true,false,4
26,false,true,false,false,4
27,true,false,true,false,0
28,false,true,false,true,0
29,true,true,true,false,4
30,false,true,true,false,4
31,true,false,true,true,5
32,false,true,false,true,5
33,false,false,false,false,3
34,true,false,false,true,5
35,true,false,false,false,2
36,false,true,false,true,2
37,true,false,true,true,5
38,true,false,false,true,5
39,true,true,true,true,5
40,false,true,true,false,4
41,false,true,false,false,4
42,true,false,true,false,0
43,true,false,true,true,5
44,false,true,true,true,5
45,false,true,false,false,4
46,false,true,false,false,4
47,false,false,false,false,3
48,true,true,true,false,4
49,false,true,true,false,4
