Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,true,true,true,3
3,true,true,false,false,4
4,true,true,false,true,4
5,false,false,true,false,1
6,false,true,false,true,1
7,false,false,false,false,3
8,true,true,true,false,4
9,true,true,true,false,4
10,true,true,true,true,4
11,true,true,true,true,4
12,true,true,false,false,4
13,false,true,false,true,4
14,true,false,true,true,5
15,false,false,true,true,5
16,false,false,false,true,5
17,true,true,true,true,5
18,false,true,false,false,4
19,false,true,true,false,4
20,true,false,true,false,0
21,false,true,false,true,0
22,false,false,true,false,1
23,true,true,true,false,4
24,true,false,false,true,5
25,true,true,false,true,5
