Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,true,false,true,true,5
3,false,false,false,true,5
4,true,true,true,true,5
5,true,true,true,true,5
6,false,true,false,false,4
7,true,false,true,true,5
8,false,true,false,false,4
9,false,true,true,false,4
10,false,false,true,false,1
11,true,true,true,true,1
12,true,false,true,true,5
13,true,false,true,true,5
14,false,true,false,true,5
15,false,false,true,false,1
16,false,false,false,false,3
17,true,true,true,false,4
18,true,true,true,false,4
19,false,true,true,false,4
20,true,true,true,true,4
21,true,true,false,false,4
22,false,true,false,true,4
23,false,true,false,true,4
24,false,true,false,true,4
25,true,true,true,true,4
26,true,true,true,true,4
27,true,true,true,false,4
28,false,false,false,true,5
29,false,false,true,true,5
30,false,false,true,false,1
31,true,true,true,false,4
32,true,true,true,true,4
33,false,true,true,true,4
34,false,false,true,false,1
35,false,false,true,true,5
36,false,true,true,false,4
37,true,true,true,true,4
38,true,false,false,false,2
39,true,false,true,false,0
40,false,false,true,false,1
41,true,false,true,false,0
42,false,false,true,false,1
