Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,false,false,true,5
3,false,true,true,false,4
4,false,true,true,false,4
5,true,false,true,true,5
6,false,false,true,true,5
7,true,false,true,true,5
8,true,true,false,true,5
9,true,true,false,false,4
10,false,false,true,false,1
11,true,false,true,true,5
12,true,false,false,false,2
13,true,true,false,true,2
14,false,true,true,false,4
15,false,false,true,false,1
16,true,false,true,false,0
17,false,true,false,false,4
18,false,true,false,false,4
19,true,false,false,false,2
20,true,false,true,false,0
21,true,false,true,false,0
22,true,true,false,false,4
23,false,false,true,false,1
24,false,true,true,false,4
25,false,false,true,false,1
26,true,true,false,false,4
27,false,true,false,true,4
28,false,false,false,false,3
29,false,false,false,true,5
30,false,true,true,false,4
31,true,true,false,false,4
32,false,false,false,true,5
33,true,true,true,true,5
34,true,false,false,false,2
35,false,false,false,true,5
36,false,true,true,true,5
37,false,true,true,true,5
38,false,false,true,false,1
39,false,true,true,true,1
40,false,true,true,true,1
41,true,true,false,true,1
42,false,true,false,false,4
