Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,true,false,4
3,true,true,true,false,4
4,false,false,false,false,3
5,true,true,true,false,4
6,true,false,false,true,5
7,false,true,false,true,5
8,false,false,false,true,5
9,false,false,false,false,3
10,true,true,true,false,4
11,false,true,true,true,4
12,false,true,false,false,4
13,true,false,false,false,2
14,false,true,true,true,2
15,true,true,false,false,4
16,true,true,false,true,4
17,true,true,false,false,4
18,true,false,true,false,0
19,true,true,true,true,0
