Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,false,false,4
3,true,true,false,true,4
4,true,true,false,true,4
5,false,true,false,false,4
6,true,true,false,true,4
7,false,true,false,true,4
8,true,false,false,true,5
9,true,false,false,false,2
10,true,true,true,true,2
11,true,false,false,true,5
12,true,true,true,false,4
13,false,false,true,true,5
14,false,true,true,false,4
15,false,false,true,true,5
16,true,false,false,true,5
17,true,true,false,true,5
18,true,false,false,false,2
19,false,false,true,true,5
20,false,true,true,true,5
21,true,true,true,false,4
22,false,false,true,false,1
23,true,true,false,false,4
24,true,true,true,true,4
