Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,false,false,4
3,false,false,true,false,1
4,false,true,false,true,1
5,false,false,true,true,5
6,true,true,true,false,4
7,true,true,false,true,4
8,true,false,false,false,2
9,true,true,false,false,4
10,true,true,false,false,4
11,true,false,true,false,0
12,false,false,false,false,3
13,false,false,true,true,5
14,false,false,true,false,1
15,true,false,true,false,0
16,false,false,true,true,5
17,false,false,false,true,5
18,false,false,false,true,5
19,false,false,true,false,1
20,false,false,false,true,5
21,false,true,false,false,4
22,true,false,false,false,2
23,false,false,true,true,5
24,true,true,true,true,5
25,false,false,true,true,5
26,false,true,true,true,5
27,true,true,true,true,5
28,false,true,true,false,4
29,false,false,false,true,5
30,true,true,false,true,5
31,true,false,false,false,2
32,false,true,false,false,4
33,false,false,true,true,5
34,true,false,false,false,2
35,false,false,false,false,3
36,true,true,false,false,4
37,true,false,true,true,5
38,false,true,true,false,4
39,false,false,false,false,3
