Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,true,false,true,4
3,true,false,true,true,5
4,true,true,true,true,5
5,false,false,false,true,5
6,false,false,false,true,5
7,true,false,false,true,5
8,true,false,true,false,0
9,false,true,true,true,0
10,true,true,false,false,4
11,true,false,true,false,0
12,true,false,true,true,5
13,false,false,true,true,5
14,false,true,false,false,4
15,true,true,false,true,4
16,false,false,true,true,5
17,true,true,true,true,5
18,false,false,false,false,3
