Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,false,true,false,1
3,true,false,true,false,0
4,true,true,false,false,4
5,false,true,false,true,4
6,true,true,true,true,4
7,false,false,false,true,5
8,true,true,false,true,5
9,true,true,false,false,4
10,false,true,true,false,4
11,false,false,true,true,5
12,true,true,true,true,5
13,true,true,false,true,5
14,false,true,true,false,4
15,true,false,true,true,5
16,false,true,false,false,4
