Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,false,false,false,false,3
3,false,false,false,true,5
4,false,true,false,true,5
5,true,false,false,true,5
6,true,false,true,false,0
7,false,false,false,false,3
8,false,true,false,true,3
9,false,false,true,true,5
10,true,true,false,false,4
11,true,true,false,true,4
12,true,false,true,false,0
13,true,false,false,false,2
14,true,false,false,false,2
15,false,false,false,true,5
16,false,true,false,false,4
17,true,true,false,true,4
18,false,false,true,false,1
19,false,true,false,true,1
20,true,true,true,true,1
21,true,false,true,true,5
22,true,false,true,true,5
23,true,false,false,true,5
24,true,true,false,false,4
25,false,false,false,true,5
26,true,true,false,true,5
27,false,false,true,false,1
