Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,false,false,false,3
3,false,true,false,true,3
4,true,false,false,false,2
5,false,true,false,false,4
6,true,false,true,true,5
7,false,true,false,true,5
8,true,true,true,false,4
9,false,true,true,true,4
10,false,false,false,false,3
11,false,true,false,true,3
12,true,false,true,false,0
13,false,true,true,false,4
14,true,true,false,false,4
15,false,true,true,true,4
16,false,false,false,false,3
17,true,false,false,true,5
18,false,true,false,true,5
19,true,true,true,false,4
20,true,true,true,false,4
21,true,true,true,true,4
22,false,true,false,false,4
23,false,false,true,true,5
24,true,true,false,false,4
25,true,true,true,true,4
26,true,true,false,true,4
