Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,true,false,false,true,5
3,true,false,true,false,0
4,true,true,false,true,0
5,true,true,false,false,4
6,false,true,true,false,4
7,true,false,true,false,0
8,false,true,false,false,4
9,true,false,true,false,0
10,true,true,false,true,0
11,true,true,false,false,4
12,false,true,false,false,4
13,false,true,true,false,4
14,false,true,false,false,4
15,false,true,true,true,4
16,false,false,true,true,5
17,false,false,false,true,5
18,true,false,false,true,5
19,false,false,false,true,5
