Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,false,true,false,false,4
3,false,false,true,true,5
4,true,true,true,true,5
5,false,false,false,false,3
6,true,true,false,false,4
7,true,true,false,false,4
8,true,false,false,false,2
9,true,false,true,true,5
10,false,false,true,true,5
11,true,false,false,false,2
12,true,false,false,true,5
13,true,false,true,false,0
14,true,true,true,false,4
15,false,true,false,true,4
16,true,false,true,true,5
17,false,true,false,true,5
18,true,false,false,false,2
19,true,true,true,false,4
20,false,false,false,true,5
21,true,true,false,true,5
22,false,true,false,true,5
23,true,true,true,true,5
24,false,false,false,false,3
25,false,true,true,true,3
26,false,false,true,true,5
27,true,true,true,true,5
28,true,true,false,false,4
29,true,false,true,true,5
30,true,false,true,false,0
31,true,true,true,true,0
32,false,true,false,false,4
33,false,false,true,false,1
34,true,false,false,true,5
35,false,true,false,false,4
36,true,false,false,true,5
37,false,true,false,true,5
38,true,false,true,true,5
39,true,false,true,false,0
40,false,true,false,false,4
41,false,true,false,true,4
42,true,false,false,false,2
43,true,true,false,true,2
