Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,false,false,true,true,5
3,false,true,false,false,4
4,true,false,false,false,2
5,false,true,false,true,2
6,false,false,false,true,5
7,true,true,false,true,5
8,false,false,true,false,1
9,false,true,false,false,4
10,false,true,true,false,4
11,true,false,false,true,5
12,false,true,true,true,5
13,true,true,false,false,4
14,true,true,true,true,4
15,false,true,false,true,4
16,false,true,false,false,4
17,true,true,true,true,4
18,true,false,false,false,2
19,true,false,false,true,5
20,false,false,false,true,5
21,false,false,false,true,5
22,false,true,false,false,4
23,false,true,true,true,4
24,true,false,false,true,5
25,true,false,false,true,5
26,true,false,true,true,5
27,false,true,false,false,4
28,false,true,true,false,4
29,true,false,true,true,5
30,true,false,true,true,5
31,false,true,false,true,5
32,false,true,true,false,4
33,false,true,false,true,4
34,false,true,false,true,4
35,true,true,true,false,4
36,false,false,false,false,3
37,false,false,false,false,3
38,true,false,false,false,2
39,false,true,true,true,2
40,true,false,true,true,5
41,false,true,true,false,4
42,false,true,false,true,4
43,false,false,true,true,5
44,true,false,true,true,5
45,true,true,false,false,4
46,true,true,true,true,4
47,false,true,false,false,4
48,true,true,true,false,4
49,true,false,true,true,5
