Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,true,false,false,true,5
3,true,false,false,true,5
4,false,false,false,true,5
5,true,true,true,true,5
6,false,true,true,false,4
7,true,true,true,false,4
8,false,true,true,false,4
9,true,true,false,false,4
10,true,false,false,false,2
11,true,true,false,true,2
12,false,false,true,true,5
13,false,true,true,true,5
14,true,true,true,false,4
15,true,true,false,false,4
16,true,true,true,true,4
17,false,true,false,true,4
18,true,false,false,true,5
19,false,true,false,false,4
20,true,true,false,true,4
21,false,false,true,true,5
22,false,true,true,true,5
23,false,true,true,false,4
24,false,false,false,true,5
25,true,false,true,false,0
26,false,true,true,true,0
27,true,true,false,true,0
28,false,false,true,false,1
29,true,true,false,false,4
30,true,false,true,false,0
31,true,true,true,false,4
32,false,false,false,false,3
33,false,true,false,true,3
34,true,true,false,true,3
