Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,true,false,false,4
3,true,false,true,true,5
4,true,false,true,false,0
5,true,true,false,false,4
6,false,false,false,true,5
7,false,true,false,true,5
8,false,true,false,true,5
9,true,false,true,true,5
10,false,false,false,false,3
11,true,false,false,false,2
12,false,true,false,false,4
13,false,true,true,false,4
14,true,true,false,false,4
15,false,true,false,true,4
16,false,true,true,false,4
17,true,true,true,false,4
18,true,false,false,false,2
19,false,true,false,false,4
20,false,false,false,false,3
21,false,false,false,false,3
22,true,false,true,true,5
23,false,false,true,true,5
24,false,true,true,true,5
25,true,false,true,false,0
26,false,true,true,false,4
27,false,false,false,false,3
