Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,true,true,true,2
3,false,true,false,false,4
4,false,true,false,true,4
5,false,false,true,false,1
6,true,true,false,true,1
7,true,false,true,true,5
8,true,true,false,true,5
9,true,true,false,true,5
10,true,true,false,true,5
11,false,true,false,false,4
12,false,false,true,true,5
13,false,true,false,true,5
14,false,true,false,false,4
15,false,true,false,false,4
16,false,true,true,true,4
17,false,true,true,true,4
18,true,false,true,true,5
19,true,true,false,false,4
20,true,false,true,true,5
21,true,true,true,true,5
22,true,false,true,true,5
23,true,true,false,true,5
24,true,false,true,true,5
25,true,true,false,false,4
26,true,false,false,true,5
27,true,true,false,true,5
