Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,false,true,0
3,true,true,true,false,4
4,false,false,true,true,5
5,false,false,true,true,5
6,false,true,false,false,4
7,false,true,false,true,4
8,false,false,true,false,1
9,true,false,true,false,0
10,true,false,true,true,5
11,false,false,false,true,5
12,true,true,true,true,5
13,false,true,false,false,4
14,true,true,true,false,4
15,true,false,false,true,5
16,false,false,false,true,5
17,true,true,true,false,4
18,false,false,true,false,1
19,false,false,true,true,5
20,true,false,true,false,0
21,false,true,false,true,0
22,true,true,false,true,0
23,true,true,true,false,4
24,false,true,true,true,4
25,true,false,true,false,0
26,true,false,true,false,0
27,false,true,true,true,0
28,true,false,true,true,5
29,true,false,false,false,2
30,false,false,true,false,1
31,true,true,true,true,1
32,false,true,true,true,1
33,true,true,false,false,4
