Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,false,true,true,5
3,true,false,true,false,0
4,false,false,true,false,1
5,false,false,false,false,3
6,false,false,false,false,3
7,false,true,false,false,4
8,true,true,false,false,4
9,true,false,true,true,5
10,true,false,false,true,5
11,true,false,false,false,2
12,false,true,true,false,4
13,true,true,true,true,4
14,false,true,true,true,4
15,true,false,true,true,5
16,false,true,false,true,5
17,true,false,true,true,5
18,false,true,true,false,4
19,false,true,true,true,4
20,false,false,false,true,5
21,false,true,true,true,5
22,true,false,true,true,5
23,true,false,false,true,5
24,true,true,true,false,4
25,true,true,true,true,4
26,false,true,false,false,4
