Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,true,false,true,false,0
3,true,false,true,true,5
4,false,true,true,true,5
5,false,true,false,false,4
6,false,true,false,false,4
7,true,true,false,false,4
8,true,false,true,false,0
9,true,true,false,false,4
10,false,false,false,false,3
11,false,true,true,true,3
12,false,false,true,false,1
13,false,true,false,false,4
14,true,true,false,false,4
15,false,true,false,false,4
16,false,false,true,false,1
17,false,false,true,false,1
18,false,false,false,true,5
19,false,true,true,true,5
20,false,true,true,false,4
21,true,true,true,false,4
22,true,true,false,false,4
23,true,true,true,true,4
24,false,true,false,false,4
25,true,true,true,true,4
26,false,true,true,false,4
27,false,false,false,false,3
