Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,true,false,true,true,5
3,false,false,true,true,5
4,true,true,true,false,4
5,false,false,true,false,1
6,false,false,false,true,5
7,true,false,true,true,5
8,true,false,true,false,0
9,false,false,false,false,3
10,true,true,true,false,4
11,true,false,true,true,5
12,false,false,true,false,1
13,true,false,true,false,0
14,true,false,true,false,0
15,false,false,false,false,3
16,false,false,true,true,5
17,false,false,true,true,5
18,false,true,true,false,4
19,true,false,false,true,5
20,true,false,true,true,5
21,false,true,false,true,5
22,true,true,true,true,5
23,true,false,true,false,0
24,true,false,true,true,5
25,false,false,true,false,1
26,true,true,false,false,4
27,true,true,true,true,4
28,false,false,true,true,5
29,true,false,true,false,0
30,false,false,false,true,5
31,true,true,true,false,4
32,true,true,true,false,4
33,false,true,true,true,4
34,false,false,true,true,5
35,true,true,false,true,5
36,true,false,false,true,5
37,false,true,true,true,5
38,false,false,true,false,1
39,false,true,false,true,1
40,true,true,true,false,4
41,false,false,true,false,1
42,false,false,true,false,1
43,false,false,true,false,1
44,false,true,false,true,1
