Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,false,false,true,5
3,false,true,true,false,4
4,false,true,false,false,4
5,false,true,false,false,4
6,true,true,true,false,4
7,false,true,false,true,4
8,true,false,true,true,5
9,false,false,false,true,5
10,true,false,false,true,5
11,true,false,false,false,2
12,false,false,true,true,5
13,false,true,false,true,5
14,true,false,false,true,5
15,true,false,true,true,5
16,false,false,true,true,5
17,true,true,true,false,4
18,false,true,false,true,4
19,false,false,false,true,5
20,true,false,true,true,5
21,true,false,false,true,5
22,true,false,true,true,5
23,false,false,false,false,3
24,false,false,true,false,1
25,true,false,true,true,5
26,false,false,false,true,5
27,true,false,false,false,2
28,true,true,true,false,4
29,true,false,true,true,5
30,true,true,false,false,4
31,false,false,true,true,5
32,false,true,true,true,5
33,false,false,true,false,1
34,false,true,false,true,1
35,true,false,false,true,5
36,true,true,true,true,5
37,false,false,false,false,3
38,false,true,true,true,3
39,false,false,false,false,3
