Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,true,true,false,true,4
3,true,false,true,false,0
4,false,false,false,true,5
5,false,true,true,false,4
6,false,true,false,false,4
7,true,true,true,true,4
8,false,false,true,true,5
9,false,false,true,true,5
10,true,false,true,true,5
11,false,true,true,false,4
12,false,false,true,true,5
13,false,true,true,false,4
14,false,false,true,true,5
15,false,false,false,false,3
16,true,true,false,false,4
17,false,false,false,false,3
18,true,false,true,true,5
19,false,true,true,true,5
20,true,true,false,true,5
21,true,false,false,false,2
22,false,false,false,false,3
23,true,false,true,true,5
24,false,false,true,false,1
25,false,false,true,false,1
