Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,false,false,4
3,false,true,false,false,4
4,true,true,true,true,4
5,false,true,true,false,4
6,false,true,true,true,4
7,false,true,true,true,4
8,false,true,true,false,4
9,true,true,true,true,4
10,false,true,false,true,4
11,false,true,true,true,4
12,true,false,true,false,0
13,true,false,true,false,0
14,false,true,false,false,4
15,true,true,false,true,4
16,false,false,true,false,1
17,true,false,true,true,5
18,false,false,true,false,1
19,true,true,true,true,1
20,true,false,false,true,5
21,false,true,false,true,5
22,true,true,false,false,4
23,true,false,false,true,5
24,true,false,false,false,2
25,false,false,false,true,5
26,false,true,true,false,4
27,true,true,true,true,4
28,true,true,true,false,4
29,false,true,true,true,4
30,true,false,false,true,5
31,false,false,true,true,5
32,false,true,true,false,4
33,true,false,false,false,2
34,false,true,false,true,2
35,false,true,true,true,2
36,true,true,true,true,2
37,false,false,false,false,3
38,false,true,true,true,3
39,true,true,true,true,3
40,true,false,true,true,5
41,false,false,true,true,5
42,true,true,false,false,4
43,true,false,false,true,5
44,false,false,false,true,5
45,false,true,true,false,4
46,false,true,false,true,4
47,true,true,false,false,4
