Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,true,false,false,4
3,false,false,true,false,1
4,false,false,true,false,1
5,true,true,false,false,4
6,true,false,false,false,2
7,false,false,false,false,3
8,false,true,true,false,4
9,false,true,true,false,4
10,false,true,true,false,4
11,true,true,true,false,4
12,false,true,true,false,4
13,false,true,false,false,4
14,true,true,false,false,4
15,true,false,false,true,5
16,true,true,false,false,4
17,false,false,true,true,5
18,false,false,false,true,5
19,true,false,false,false,2
20,false,false,true,true,5
21,true,false,false,false,2
22,false,true,false,false,4
23,true,false,true,false,0
24,false,true,false,false,4
25,false,false,false,false,3
26,true,false,false,true,5
27,true,false,false,true,5
28,true,false,false,false,2
29,false,true,true,true,2
30,false,true,false,false,4
31,false,true,true,true,4
32,true,false,true,false,0
33,true,false,true,false,0
34,false,true,false,false,4
