Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,true,false,true,true,5
3,true,true,true,true,5
4,true,false,false,false,2
5,true,false,false,true,5
6,false,true,true,false,4
7,false,true,true,true,4
8,false,false,false,true,5
9,false,false,true,true,5
10,false,false,false,false,3
11,false,true,true,false,4
12,false,true,true,false,4
13,true,false,false,true,5
14,false,false,false,true,5
15,false,true,true,false,4
16,true,true,false,false,4
17,true,true,false,false,4
18,false,false,false,false,3
19,false,true,true,false,4
20,true,false,true,true,5
21,false,false,false,true,5
22,true,true,false,true,5
23,false,true,true,true,5
24,true,false,false,true,5
25,false,true,false,false,4
26,true,true,true,false,4
27,false,true,false,false,4
28,true,true,false,false,4
29,true,false,false,true,5
30,true,false,true,true,5
31,false,false,false,true,5
32,false,false,false,true,5
33,true,false,false,false,2
34,false,true,true,false,4
35,true,true,true,true,4
36,false,false,true,true,5
37,false,false,false,false,3
38,false,true,true,true,3
39,true,true,true,true,3
40,true,false,false,true,5
