Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,false,true,true,false,4
3,false,false,false,true,5
4,false,true,false,false,4
5,true,true,false,true,4
6,true,true,false,true,4
7,false,false,true,true,5
8,true,true,true,false,4
9,false,true,false,true,4
10,false,false,true,false,1
11,true,true,false,false,4
12,true,false,false,false,2
13,true,true,true,true,2
14,false,true,false,true,2
15,false,false,true,false,1
16,false,true,true,false,4
17,false,false,true,false,1
18,true,true,true,true,1
19,false,false,false,true,5
20,false,false,true,true,5
21,false,false,true,false,1
22,true,false,true,true,5
23,true,false,true,true,5
24,false,false,true,false,1
25,false,true,false,true,1
26,false,true,true,true,1
27,true,true,true,false,4
28,true,true,true,false,4
