Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,true,false,true,2
3,false,true,false,true,2
4,false,false,true,true,5
5,false,false,false,true,5
6,false,false,true,false,1
7,true,true,false,false,4
8,false,false,false,true,5
9,true,false,false,false,2
10,true,false,false,true,5
11,false,true,true,true,5
12,true,true,false,false,4
13,false,true,true,false,4
14,true,false,true,false,0
15,false,false,true,true,5
16,true,false,false,true,5
17,true,true,false,false,4
18,true,false,false,false,2
19,false,false,true,true,5
20,true,false,false,false,2
21,false,true,false,true,2
22,true,false,false,true,5
23,false,true,true,false,4
24,true,true,true,true,4
25,true,true,true,true,4
26,false,true,true,true,4
27,false,true,true,false,4
28,true,false,false,true,5
29,false,false,true,false,1
30,false,true,true,false,4
31,true,false,true,true,5
32,true,true,true,true,5
33,true,false,true,false,0
34,false,false,false,false,3
35,false,false,false,false,3
36,false,true,true,true,3
37,false,true,false,false,4
38,true,false,true,true,5
