Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,true,5
2,false,true,false,true,5
3,true,false,false,false,2
4,false,false,true,true,5
5,true,false,false,false,2
6,false,true,false,true,2
7,false,false,true,false,1
8,true,false,true,true,5
9,false,true,true,false,4
10,true,false,false,false,2
11,false,true,true,true,2
12,true,false,false,false,2
13,false,true,true,false,4
14,true,true,false,false,4
15,true,false,true,false,0
16,true,false,false,false,2
17,true,false,true,true,5
18,false,true,false,true,5
19,false,true,false,true,5
20,true,false,false,false,2
21,true,true,false,false,4
22,false,true,true,false,4
23,false,true,false,true,4
24,false,false,false,true,5
25,true,true,true,false,4
26,false,false,false,false,3
27,true,false,true,true,5
28,true,true,false,false,4
29,true,false,true,false,0
