Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,true,true,false,false,4
3,false,false,true,false,1
4,false,false,false,false,3
5,true,true,true,true,3
6,false,false,true,true,5
7,true,false,true,true,5
8,true,false,false,true,5
9,true,true,false,false,4
10,false,false,true,true,5
11,false,true,false,false,4
12,false,false,false,false,3
13,false,false,false,true,5
14,false,true,false,false,4
15,true,false,true,true,5
16,true,false,true,false,0
17,false,false,true,false,1
18,true,false,true,true,5
19,false,false,true,false,1
20,true,true,false,true,1
21,true,true,false,true,1
22,true,true,false,false,4
23,true,true,true,true,4
24,false,true,true,true,4
25,true,false,false,true,5
26,false,true,false,false,4
27,false,true,true,false,4
28,false,false,false,false,3
29,true,true,false,false,4
30,false,false,false,true,5
31,false,false,true,false,1
32,false,true,true,true,1
33,false,true,false,true,1
34,true,true,true,true,1
35,true,false,false,false,2
36,false,false,false,false,3
37,true,false,true,false,0
38,true,false,false,true,5
39,false,true,true,false,4
40,true,true,false,false,4
41,false,true,true,true,4
42,false,false,false,true,5
