Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,false,true,true,5
3,true,true,false,false,4
4,true,true,false,false,4
5,false,false,true,true,5
6,true,true,false,false,4
7,false,false,true,true,5
8,true,false,false,true,5
9,true,true,true,false,4
10,false,false,true,false,1
11,true,true,false,false,4
12,false,false,false,false,3
13,true,true,false,true,3
14,false,false,false,false,3
15,false,true,false,true,3
16,true,false,true,true,5
17,false,true,true,false,4
18,true,true,true,true,4
19,false,false,false,true,5
20,false,true,false,true,5
21,false,false,true,false,1
22,false,true,true,true,1
23,true,false,true,true,5
24,true,true,true,false,4
25,false,false,true,true,5
26,false,true,false,false,4
27,false,true,false,false,4
28,true,true,false,true,4
29,true,false,false,false,2
30,false,true,false,true,2
31,false,false,true,false,1
32,false,false,false,true,5
33,false,true,false,false,4
34,true,true,true,false,4
35,false,true,true,true,4
36,false,true,true,false,4
37,false,true,false,true,4
38,false,true,true,true,4
39,true,false,true,true,5
40,true,true,true,false,4
41,true,false,false,true,5
