Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,true,true,true,3
3,true,false,true,false,0
4,false,false,true,false,1
5,true,false,true,false,0
6,true,false,false,false,2
7,false,true,true,false,4
8,true,true,true,false,4
9,true,true,true,false,4
10,true,false,true,false,0
11,false,false,false,false,3
12,false,false,false,false,3
13,true,true,false,false,4
