Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,false,false,false,3
3,false,true,false,false,4
4,false,false,false,true,5
5,true,true,true,true,5
6,false,true,false,false,4
7,false,true,false,true,4
8,true,true,true,true,4
9,false,false,false,true,5
10,false,false,false,true,5
11,false,true,true,false,4
12,true,false,false,false,2
13,true,true,false,false,4
14,true,true,true,false,4
15,false,true,true,true,4
16,true,true,true,true,4
17,true,true,true,true,4
