Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,true,3
2,true,false,false,false,2
3,true,false,true,false,0
4,false,true,true,false,4
5,true,false,false,true,5
6,false,false,true,true,5
7,true,false,false,true,5
8,true,true,false,true,5
9,false,false,true,true,5
10,true,true,false,false,4
11,true,false,false,true,5
12,true,true,true,true,5
13,true,true,false,true,5
14,false,false,false,true,5
15,true,false,true,true,5
16,false,true,false,true,5
17,false,false,true,false,1
18,true,true,true,false,4
19,false,false,false,false,3
20,true,true,false,false,4
21,true,false,true,true,5
22,true,true,true,true,5
23,false,true,true,false,4
24,true,true,false,true,4
25,true,true,true,false,4
26,true,true,true,false,4
27,true,false,false,true,5
28,false,true,false,false,4
29,true,false,false,true,5
30,false,false,true,true,5
31,true,false,true,false,0
32,false,true,false,true,0
33,true,false,true,true,5
34,true,true,true,true,5
35,false,true,false,true,5
36,true,true,true,false,4
37,false,false,true,true,5
38,false,true,true,false,4
39,true,false,false,true,5
40,true,false,true,false,0
