Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,false,3
3,false,false,true,true,5
4,false,true,false,false,4
5,true,true,true,true,4
6,false,false,true,true,5
7,true,false,true,false,0
8,true,true,true,false,4
9,true,false,false,true,5
10,false,true,false,true,5
11,true,true,true,false,4
12,false,true,true,true,4
13,false,true,true,true,4
14,true,false,false,true,5
15,true,false,false,false,2
