Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,false,true,false,0
3,false,true,true,true,0
4,false,false,false,true,5
5,false,true,false,false,4
6,true,false,true,false,0
7,true,false,true,true,5
8,true,true,true,false,4
9,true,false,true,true,5
10,true,true,true,false,4
11,false,false,false,true,5
12,false,false,false,false,3
13,false,false,false,false,3
14,false,true,true,false,4
15,false,false,false,false,3
16,false,true,true,true,3
17,true,true,false,true,3
18,true,false,true,false,0
19,false,true,true,true,0
20,false,true,false,false,4
21,false,true,true,true,4
22,true,true,true,true,4
23,false,true,true,true,4
24,true,true,true,true,4
25,true,false,true,false,0
26,true,true,false,false,4
27,false,true,false,false,4
28,true,true,true,true,4
29,false,false,false,true,5
30,true,true,false,true,5
31,false,true,true,false,4
32,true,true,false,false,4
33,false,false,true,false,1
34,true,true,true,false,4
