Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,true,false,false,true,5
3,true,false,false,false,2
4,false,false,true,true,5
5,true,false,true,true,5
6,true,true,false,true,5
7,true,false,true,true,5
8,false,false,true,true,5
9,false,false,true,true,5
10,false,true,true,false,4
11,true,true,true,true,4
12,false,false,false,true,5
13,true,true,true,false,4
14,false,true,false,false,4
15,true,true,false,true,4
16,true,false,true,true,5
17,true,false,false,false,2
18,false,false,true,false,1
19,false,false,false,false,3
