Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,true,true,false,false,4
3,true,false,true,false,0
4,false,true,true,true,0
5,true,true,true,true,0
6,false,false,false,false,3
7,true,true,true,false,4
8,false,true,true,true,4
9,false,false,true,true,5
10,false,false,false,false,3
11,true,false,false,false,2
12,true,true,true,true,2
13,true,true,true,true,2
14,true,false,false,true,5
15,true,false,false,false,2
16,false,false,false,true,5
17,false,true,false,true,5
18,true,false,false,false,2
19,true,true,true,false,4
20,false,false,false,true,5
21,false,true,true,false,4
22,false,true,false,false,4
23,false,false,false,true,5
24,false,true,true,false,4
25,false,false,true,false,1
26,false,false,true,false,1
27,true,true,false,true,1
28,true,false,true,true,5
29,false,false,true,true,5
30,true,false,false,true,5
31,true,true,false,true,5
32,false,false,false,true,5
33,false,false,false,false,3
34,false,false,false,true,5
35,false,false,false,true,5
36,false,true,true,false,4
37,true,true,false,false,4
38,true,false,true,false,0
