Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,true,false,true,2
3,true,false,true,false,0
4,false,false,true,true,5
5,true,true,true,true,5
6,true,true,true,true,5
7,true,true,false,false,4
8,true,true,true,false,4
9,false,true,true,false,4
10,true,false,true,true,5
11,false,false,false,true,5
12,false,false,true,true,5
13,true,false,false,true,5
14,false,true,true,true,5
15,false,false,true,false,1
16,true,false,true,false,0
17,true,false,false,false,2
18,true,true,false,false,4
19,false,false,false,true,5
20,false,false,false,false,3
21,false,false,true,true,5
22,true,false,true,true,5
23,true,true,true,true,5
24,false,true,true,false,4
25,false,true,true,false,4
26,false,true,false,true,4
27,true,false,false,true,5
28,false,false,true,false,1
29,true,true,true,false,4
30,false,false,true,false,1
31,true,true,true,false,4
32,false,false,false,true,5
