Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,true,false,false,false,2
3,true,false,true,false,0
4,false,false,true,true,5
5,true,false,false,true,5
6,true,false,true,true,5
7,false,true,true,false,4
8,true,true,false,true,4
9,false,false,true,true,5
10,false,true,true,false,4
11,false,true,true,false,4
12,true,false,false,true,5
13,false,false,true,true,5
14,false,false,false,true,5
15,true,false,false,false,2
16,true,true,false,false,4
17,true,false,false,false,2
18,false,true,false,true,2
19,true,true,false,false,4
20,true,false,false,true,5
21,false,true,false,false,4
22,false,true,false,true,4
23,false,false,true,true,5
24,true,false,true,false,0
25,true,false,true,false,0
26,true,false,true,false,0
27,true,true,true,true,0
28,false,false,true,false,1
29,false,true,true,false,4
30,false,false,false,true,5
31,true,true,true,true,5
32,false,false,true,false,1
33,false,false,true,false,1
34,true,false,false,false,2
35,true,false,false,false,2
36,true,true,true,true,2
37,false,true,true,false,4
38,true,false,true,true,5
39,true,false,true,false,0
40,true,false,false,false,2
41,true,false,false,false,2
42,false,true,true,true,2
43,false,true,false,true,2
44,false,true,true,true,2
