Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,true,true,false,4
3,false,false,true,false,1
4,true,false,false,true,5
5,false,false,true,false,1
6,false,false,false,true,5
7,false,false,false,true,5
8,false,true,true,false,4
9,false,false,false,true,5
10,true,false,true,true,5
11,false,false,false,false,3
12,true,false,false,false,2
13,true,false,false,false,2
14,true,true,false,false,4
15,true,true,true,true,4
16,false,false,false,true,5
