Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,true,false,false,false,2
3,false,true,true,false,4
4,true,true,true,true,4
5,false,false,false,true,5
6,true,false,false,false,2
7,false,true,false,true,2
8,false,false,true,false,1
9,true,false,false,false,2
10,true,true,false,false,4
11,true,false,true,false,0
12,false,true,true,true,0
13,false,true,false,true,0
14,true,true,true,true,0
15,true,false,false,false,2
16,false,true,true,false,4
17,true,false,true,false,0
18,true,false,false,true,5
19,true,true,true,false,4
20,false,false,false,true,5
21,false,false,true,true,5
22,false,true,true,false,4
23,true,false,true,true,5
24,false,true,false,false,4
25,false,false,true,false,1
26,true,false,false,true,5
27,false,false,true,false,1
28,false,true,true,true,1
29,true,true,true,true,1
30,false,true,false,false,4
