Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,true,5
2,true,false,false,false,2
3,true,true,false,false,4
4,false,false,false,false,3
5,false,false,true,false,1
6,false,false,false,true,5
7,false,false,false,true,5
8,false,true,true,false,4
9,false,true,false,false,4
10,true,true,false,false,4
11,false,false,true,false,1
12,false,false,true,false,1
13,false,true,true,true,1
14,true,false,true,false,0
15,true,true,false,true,0
16,false,true,false,true,0
17,false,false,false,true,5
18,false,false,false,false,3
19,false,false,false,true,5
20,false,false,true,true,5
21,true,true,true,false,4
22,true,true,false,false,4
23,false,true,false,true,4
24,true,false,false,false,2
25,true,false,false,false,2
26,false,false,false,true,5
27,false,true,true,false,4
28,true,false,true,false,0
29,false,true,false,true,0
30,false,true,false,true,0
31,false,true,true,false,4
32,false,true,false,true,4
33,false,true,true,false,4
34,false,true,true,true,4
35,true,false,false,false,2
36,true,true,false,false,4
