Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,false,false,false,3
3,true,false,false,true,5
4,false,true,true,true,5
5,false,true,false,true,5
6,true,false,false,true,5
7,true,false,false,true,5
8,false,false,false,true,5
9,false,false,true,true,5
10,true,false,true,true,5
11,false,true,false,true,5
12,false,true,true,true,5
13,true,false,true,true,5
14,false,false,true,false,1
15,true,false,true,false,0
16,false,true,false,false,4
