Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,true,3
2,true,false,false,false,2
3,false,false,true,false,1
4,true,false,false,true,5
5,true,false,true,false,0
6,true,false,false,true,5
7,false,true,false,true,5
8,true,false,false,true,5
9,false,false,false,true,5
10,false,true,true,false,4
11,false,false,false,false,3
12,true,false,false,true,5
13,false,true,false,false,4
14,false,true,true,false,4
15,false,true,false,false,4
16,false,true,true,false,4
17,false,false,false,true,5
18,true,true,false,false,4
19,true,false,true,true,5
20,false,false,true,false,1
21,true,true,false,true,1
22,true,false,true,false,0
23,false,false,false,false,3
24,true,false,true,false,0
25,false,false,false,false,3
26,false,true,true,true,3
27,false,true,false,false,4
28,false,false,false,true,5
29,true,true,false,true,5
30,false,false,true,false,1
31,true,true,true,true,1
