Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,false,false,true,5
3,true,false,true,false,0
4,true,false,true,false,0
5,true,false,true,false,0
6,true,true,false,true,0
7,false,false,false,true,5
8,true,true,false,false,4
9,true,false,false,false,2
10,false,false,true,false,1
11,false,false,true,true,5
12,true,true,true,true,5
13,true,false,true,true,5
14,true,false,false,true,5
15,true,true,false,false,4
16,true,true,false,false,4
17,true,false,true,false,0
18,false,true,true,false,4
19,true,true,false,true,4
20,false,false,true,true,5
21,false,true,false,false,4
22,true,false,false,true,5
23,true,false,false,false,2
24,true,true,false,false,4
