Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,true,false,false,4
3,false,false,false,false,3
4,false,false,true,false,1
5,true,true,true,false,4
6,true,true,false,false,4
7,true,false,true,false,0
8,true,false,true,false,0
9,false,true,true,true,0
10,false,true,true,false,4
11,false,false,true,true,5
12,true,true,true,false,4
13,false,false,true,true,5
14,true,true,true,true,5
15,true,false,false,true,5
16,false,false,true,false,1
17,true,true,true,true,1
18,false,true,true,false,4
19,true,false,false,true,5
20,true,true,false,false,4
21,true,false,true,true,5
22,false,true,true,true,5
23,true,true,false,false,4
24,true,true,true,false,4
25,true,true,false,true,4
26,false,true,true,true,4
27,true,false,false,true,5
28,true,false,false,false,2
29,true,false,false,false,2
30,false,false,false,true,5
31,true,true,false,true,5
32,false,true,true,true,5
