Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,false,3
3,false,false,false,false,3
4,false,true,true,true,3
5,true,true,true,true,3
6,true,false,true,false,0
7,false,true,true,true,0
8,false,true,true,true,0
9,true,false,false,true,5
10,false,false,false,false,3
11,true,false,false,false,2
12,true,false,true,true,5
13,true,true,true,false,4
14,false,true,true,false,4
15,true,false,false,false,2
16,false,false,true,false,1
17,true,false,false,true,5
18,false,true,true,true,5
19,true,true,true,true,5
20,false,true,false,true,5
21,true,true,false,false,4
22,true,true,true,false,4
23,false,false,false,true,5
24,true,true,false,false,4
25,false,true,false,true,4
