Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,false,4
2,false,false,true,false,1
3,true,true,false,false,4
4,true,false,true,true,5
5,true,true,true,false,4
6,true,true,false,false,4
7,false,true,true,false,4
8,true,true,false,true,4
9,true,false,true,false,0
10,true,true,false,true,0
11,true,false,false,true,5
12,true,true,true,false,4
13,false,false,true,true,5
14,true,false,false,true,5
15,false,false,true,true,5
16,false,false,true,false,1
17,true,false,true,false,0
18,false,true,true,false,4
19,false,true,false,true,4
20,true,true,false,false,4
21,true,true,true,true,4
22,true,true,true,true,4
23,true,true,true,true,4
24,true,true,true,false,4
25,true,true,false,false,4
26,false,true,true,true,4
27,false,false,true,true,5
28,false,false,true,false,1
29,true,true,true,false,4
30,false,true,false,false,4
31,false,false,true,true,5
32,true,false,true,true,5
