Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,true,false,false,4
3,false,false,false,false,3
4,true,false,false,true,5
5,false,false,true,true,5
6,false,false,false,true,5
7,true,false,false,false,2
8,true,true,false,true,2
9,false,false,false,false,3
10,true,true,false,true,3
11,false,false,true,true,5
12,false,false,false,false,3
13,false,false,false,true,5
14,false,true,false,true,5
15,true,false,true,false,0
16,true,false,true,false,0
17,false,false,false,true,5
18,true,true,false,false,4
19,true,true,false,false,4
20,false,false,false,false,3
21,false,false,true,false,1
22,true,false,false,false,2
23,false,false,false,true,5
24,true,true,true,false,4
25,false,false,true,false,1
26,true,false,false,false,2
27,false,false,false,false,3
28,true,false,false,false,2
29,false,true,true,true,2
30,false,false,false,true,5
31,false,true,true,false,4
32,true,true,true,false,4
33,true,true,false,true,4
34,false,false,true,false,1
35,true,true,false,true,1
36,false,false,true,false,1
37,false,false,true,false,1
38,true,true,true,true,1
