Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,true,false,false,4
3,false,true,true,true,4
4,false,true,false,true,4
5,true,false,true,false,0
6,false,true,false,true,0
7,false,false,false,false,3
8,true,true,false,true,3
9,true,true,false,false,4
10,true,true,false,true,4
11,false,false,true,false,1
12,true,true,true,true,1
13,true,false,true,true,5
14,false,false,false,true,5
15,true,true,true,true,5
16,true,false,true,false,0
17,true,true,true,true,0
18,false,true,true,false,4
19,true,true,true,true,4
20,true,false,false,true,5
21,true,true,false,true,5
22,false,true,false,false,4
23,true,true,true,true,4
24,false,true,true,true,4
25,false,false,true,false,1
26,false,true,false,true,1
27,true,false,true,true,5
28,true,true,false,false,4
29,true,false,false,true,5
30,false,true,true,false,4
31,false,false,false,true,5
32,true,false,false,true,5
33,false,true,true,false,4
34,false,false,false,false,3
35,false,false,true,true,5
36,false,false,false,true,5
37,false,true,false,true,5
38,false,false,true,true,5
39,false,true,false,false,4
40,true,false,false,false,2
41,false,false,false,false,3
42,false,true,true,true,3
43,false,true,true,true,3
44,false,true,false,true,3
45,false,true,true,true,3
46,true,false,true,true,5
47,true,false,false,true,5
48,true,true,false,true,5
49,false,true,false,true,5
