Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,true,false,true,true,5
3,true,false,true,true,5
4,false,false,false,false,3
5,true,true,true,true,3
6,false,true,true,true,3
7,true,true,true,false,4
8,false,true,true,true,4
9,true,true,false,false,4
10,false,false,false,false,3
11,true,false,true,false,0
12,false,true,true,true,0
13,false,false,false,false,3
14,false,false,true,false,1
