Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,true,true,false,false,4
3,false,true,true,true,4
4,true,false,false,true,5
5,true,false,false,true,5
6,true,false,false,true,5
7,false,false,true,false,1
8,true,true,true,false,4
9,false,false,false,false,3
10,false,false,false,true,5
11,false,true,true,true,5
12,false,false,false,false,3
13,true,false,false,false,2
14,true,false,true,true,5
15,false,true,true,true,5
16,true,true,false,true,5
17,false,false,true,false,1
18,false,true,true,false,4
19,false,false,false,true,5
20,false,true,false,true,5
21,false,true,false,false,4
22,true,false,false,true,5
23,true,true,false,false,4
