Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,true,false,false,true,5
3,true,true,true,true,5
4,false,false,true,true,5
5,true,false,true,true,5
6,true,true,false,false,4
7,false,false,true,false,1
8,true,false,false,false,2
9,true,true,false,true,2
10,false,true,true,true,2
11,true,false,true,true,5
12,true,false,false,false,2
13,false,false,false,false,3
14,true,false,true,false,0
15,true,true,true,false,4
16,true,false,true,false,0
17,true,true,false,false,4
18,false,true,false,true,4
19,true,false,true,true,5
20,true,true,false,true,5
21,true,false,true,false,0
22,true,false,true,false,0
23,true,true,true,true,0
24,false,false,false,false,3
25,true,false,true,true,5
26,true,false,true,true,5
27,false,false,true,false,1
28,true,true,true,true,1
29,false,true,false,false,4
30,false,true,false,true,4
31,false,true,false,true,4
32,false,true,false,false,4
33,true,false,false,true,5
34,false,true,true,true,5
35,true,true,true,false,4
36,false,true,false,true,4
37,false,false,true,true,5
38,true,true,true,true,5
39,true,false,true,true,5
40,true,true,true,false,4
41,true,false,false,false,2
