Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,false,true,false,true,5
3,false,true,false,true,5
4,false,false,false,false,3
5,false,true,false,true,3
6,false,true,true,true,3
7,false,false,false,true,5
8,true,false,false,false,2
9,false,true,false,true,2
10,false,true,false,false,4
11,false,false,false,false,3
12,true,true,false,true,3
13,true,false,true,true,5
14,false,false,true,false,1
15,true,true,true,false,4
16,false,false,true,false,1
17,false,false,true,true,5
18,false,true,false,true,5
19,true,true,true,false,4
20,false,true,true,true,4
21,false,false,false,false,3
22,true,false,false,false,2
23,true,false,true,true,5
24,true,false,true,false,0
25,false,false,false,true,5
26,true,true,false,true,5
27,false,true,true,false,4
28,true,true,true,false,4
29,false,false,false,false,3
30,true,true,true,true,3
31,true,false,false,false,2
32,true,true,true,false,4
33,true,false,false,false,2
34,true,true,false,false,4
35,false,true,true,true,4
36,false,true,true,true,4
37,true,true,false,true,4
