Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,true,false,false,true,5
3,false,false,false,false,3
4,true,true,true,true,3
5,false,false,false,true,5
6,true,true,false,true,5
7,false,true,false,false,4
8,true,false,false,false,2
9,false,true,false,false,4
10,true,false,false,true,5
11,true,true,false,true,5
12,false,true,true,false,4
13,true,false,true,true,5
14,true,false,true,false,0
15,false,false,true,false,1
16,false,true,false,false,4
17,false,false,false,true,5
18,true,false,true,false,0
19,false,false,false,false,3
20,true,true,false,false,4
21,true,false,false,true,5
22,true,false,false,false,2
23,true,true,false,true,2
24,true,true,false,false,4
