Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,true,false,true,false,0
3,true,true,false,true,0
4,true,true,false,false,4
5,false,false,true,true,5
6,false,true,true,true,5
7,false,true,true,false,4
8,true,true,true,true,4
9,true,false,true,true,5
10,false,true,false,true,5
11,false,false,false,true,5
12,false,false,false,true,5
13,true,false,false,false,2
