Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,false,false,4
3,false,true,true,true,4
4,false,false,false,false,3
5,false,false,false,true,5
6,true,false,true,true,5
7,true,true,false,true,5
8,true,true,false,true,5
9,false,false,false,true,5
10,false,false,true,false,1
11,false,false,true,false,1
12,true,true,true,true,1
13,false,false,false,true,5
14,true,true,true,false,4
15,false,true,true,false,4
16,true,true,false,false,4
17,false,true,false,false,4
18,true,false,true,false,0
19,false,true,true,false,4
20,true,false,true,true,5
21,false,false,false,false,3
22,true,true,true,true,3
23,true,false,true,true,5
24,true,true,false,true,5
25,true,true,true,true,5
26,false,false,false,true,5
27,true,false,true,false,0
28,true,false,true,true,5
