Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,true,false,false,4
3,false,false,true,false,1
4,true,false,false,true,5
5,false,true,true,true,5
6,false,true,true,false,4
7,true,true,false,true,4
8,true,false,false,true,5
9,false,false,false,false,3
10,false,false,false,false,3
11,false,false,true,true,5
12,false,true,false,false,4
13,true,false,false,true,5
14,false,false,true,false,1
15,true,true,true,false,4
16,true,true,false,false,4
17,true,false,false,true,5
18,true,false,true,true,5
19,false,true,true,true,5
20,false,false,false,true,5
21,false,false,true,false,1
22,false,true,true,false,4
23,true,true,true,true,4
24,false,false,false,false,3
25,false,false,true,false,1
26,true,true,false,true,1
27,true,true,false,true,1
28,true,false,true,false,0
29,true,false,true,true,5
30,true,true,false,false,4
31,false,true,false,false,4
32,false,true,true,false,4
33,false,true,false,true,4
34,false,true,true,true,4
35,true,false,false,true,5
36,true,false,true,false,0
37,true,false,false,true,5
