Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,true,false,true,true,5
3,true,false,false,false,2
4,true,true,false,false,4
5,true,true,true,false,4
6,false,true,true,true,4
7,false,true,true,true,4
8,false,false,false,false,3
9,true,false,true,true,5
10,false,false,false,true,5
11,true,true,true,false,4
12,true,false,false,false,2
13,true,false,true,false,0
14,false,false,false,false,3
15,false,true,false,false,4
16,true,true,false,true,4
17,true,true,true,false,4
18,false,false,true,false,1
19,true,true,true,true,1
20,false,true,false,true,1
21,false,true,false,false,4
22,false,false,false,false,3
23,false,true,false,false,4
24,true,true,false,false,4
25,false,true,false,true,4
26,false,false,true,true,5
27,false,false,true,false,1
28,true,true,false,false,4
29,true,true,false,true,4
30,false,true,true,false,4
31,true,false,false,true,5
32,true,true,true,true,5
33,true,false,true,false,0
34,true,true,true,false,4
35,false,false,false,false,3
36,true,true,false,true,3
37,true,true,true,true,3
38,false,true,false,false,4
39,true,true,false,false,4
