Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,true,true,false,4
3,false,true,true,true,4
4,false,false,false,true,5
5,false,true,false,true,5
6,false,true,true,true,5
7,false,false,false,false,3
8,false,true,false,true,3
9,false,false,false,true,5
10,false,false,false,true,5
11,false,false,false,false,3
12,false,false,true,false,1
13,false,false,true,true,5
14,true,true,true,false,4
15,true,false,false,true,5
16,false,false,true,false,1
17,true,true,false,true,1
18,true,true,false,true,1
19,true,false,true,false,0
20,true,false,false,true,5
21,true,true,false,false,4
22,true,true,true,true,4
23,true,false,false,true,5
24,false,true,false,true,5
25,false,false,true,true,5
26,false,false,true,false,1
27,false,false,false,false,3
28,false,true,false,true,3
29,false,true,true,false,4
30,true,true,true,false,4
31,false,true,false,false,4
32,true,true,true,false,4
33,true,false,false,false,2
34,true,false,true,true,5
35,false,false,true,true,5
36,false,false,false,true,5
37,true,false,false,false,2
38,true,false,true,false,0
39,true,true,false,true,0
40,true,false,false,false,2
