Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,false,false,true,5
3,true,false,true,false,0
4,false,false,true,false,1
5,false,false,true,true,5
6,true,true,true,false,4
7,true,false,true,false,0
8,false,false,true,true,5
9,true,false,true,true,5
10,false,false,false,true,5
11,false,false,false,false,3
12,true,false,false,true,5
13,false,true,false,false,4
14,false,true,true,false,4
15,true,true,false,false,4
